"","pitch_type","release_speed","release_pos_x","release_pos_y","release_pos_z"
"1194","FF",98.1,-2.46,53.59,5.54
"1195","ST",86.1,-2.27,53.79,5.93
"1196","ST",84.1,-2.02,53.56,5.98
"1197","ST",83.9,-2.32,53.83,5.56
"1198","FF",94.3,-2,53.62,5.7
"1199","ST",81.9,-2.52,53.76,5.55
"1200","ST",74.7,-2.45,53.84,5.59
"1201","FF",97.3,-2.21,53.57,5.72
"1202","ST",82,-3.04,53.83,5.18
"1203","ST",82,-2.07,53.66,6.05
"1204","ST",83.6,-2.26,53.67,5.87
"1205","ST",73.6,-2.43,53.93,5.72
"1206","ST",78.9,-2.49,53.81,5.63
"1207","FF",97.7,-2.41,53.75,5.56
"1208","ST",82,-2.3,53.78,5.98
"1209","ST",83.5,-2.23,53.68,5.91
"1210","FF",98.5,-2.38,53.59,5.61
"1211","FF",97.1,-2.44,53.49,5.47
"1212","ST",81.8,-2.28,53.49,5.79
"1213","FF",93.3,-2.52,53.39,5.45
"1214","ST",82.9,-2.91,53.54,5.21
"1215","ST",82.2,-2.59,53.58,5.44
"1216","FF",93.4,-2.09,53.39,5.67
"1217","ST",81.7,-2.51,53.71,5.48
"1218","ST",80.2,-2.5,53.84,5.67
"1219","ST",84.4,-2.53,53.66,5.52
"1220","FF",98.7,-2.21,53.55,5.66
"1221","FF",98.5,-2.3,53.59,5.68
"1222","ST",80.9,-2.6,53.64,5.5
"1223","ST",82.3,-2.99,53.78,5.27
"1224","ST",83.7,-2.19,53.5,5.91
"1225","ST",82.8,-2.44,53.59,5.48
"1226","ST",83,-2.56,53.45,5.45
"1227","ST",83,-2.45,53.73,5.75
"1228","FF",98.2,-2.34,53.56,5.65
"1229","ST",82.3,-2.54,53.73,5.49
"1230","ST",82.7,-2.65,53.62,5.52
"1231","ST",80.3,-2.55,53.92,5.61
"1232","ST",80.5,-2.5,53.69,5.59
"1233","ST",83.5,-2.78,53.64,5.46
"1234","FF",97.3,-2.43,53.44,5.48
"1235","FF",96.2,-2.34,53.5,5.52
"1236","ST",83,-2.65,53.49,5.47
"1237","ST",83.4,-2.41,53.6,5.79
"1238","ST",84.1,-2.23,53.52,5.95
"1239","ST",82.5,-2.58,53.71,5.48
"1240","ST",82.3,-2.47,53.76,5.58
"1241","ST",84.8,-2.67,53.49,5.41
"1242","ST",82.1,-2.58,53.5,5.42
"1243","FF",95.9,-2.34,53.45,5.49
"1244","ST",83.4,-2.41,53.45,5.45
"1245","ST",83.1,-2.48,53.48,5.52
"1246","FF",95.5,-2.21,53.48,5.73
"1247","ST",83.7,-2.26,53.61,5.84
"1248","FF",97.3,-2.38,53.63,5.56
"1249","ST",83.3,-2.41,53.54,5.52
"1250","FF",92.5,-2.11,53.47,5.74
"1251","ST",81.9,-2.46,53.73,5.6
"1252","ST",80.9,-2.38,53.73,5.71
"1253","ST",82.6,-2.51,53.8,5.7
"1254","FF",96.2,-2.37,53.43,5.61
"1255","ST",83.7,-2.55,53.68,5.37
"1256","ST",82.3,-2.5,53.51,5.54
"1257","ST",82.7,-2.6,53.63,5.54
"1258","ST",82.7,-2.47,53.55,5.55
"1259","ST",82,-2.51,53.52,5.54
"1260","ST",83,-2.49,53.6,5.56
"1261","ST",82.3,-2.47,53.58,5.57
"1262","ST",83.7,-2.38,53.45,5.85
"1263","ST",82.6,-2.38,53.48,5.6
"1264","ST",81,-2.34,53.6,5.59
"1265","ST",83.9,-2.36,53.49,5.64
"1266","FF",95.4,-2.14,53.46,5.68
"1267","FF",96.9,-2.2,53.55,5.73
"1268","ST",83.9,-2.53,53.43,5.45
"1269","ST",86.6,-2.5,53.52,5.47
"1270","FF",95.1,-2.06,53.49,5.74
"1271","ST",83,-2.43,53.48,5.64
"1272","ST",81.3,-2.29,53.44,5.67
"1273","ST",83.1,-2.52,53.84,5.46
"1274","ST",85.8,-2.64,53.43,5.29
"1275","ST",78.5,-2.48,54.1,5.53
"1276","FF",95.9,-1.95,53.71,5.77
"1277","ST",84.3,-2.35,54.05,5.57
"1278","FF",97.6,-2.04,53.75,5.69
"1279","ST",86.8,-2.42,53.86,5.62
"1280","ST",83.9,-2.37,54.05,5.7
"1281","ST",86.6,-2.33,53.87,5.56
"1282","ST",83.3,-2.39,53.98,5.54
"1283","ST",85.2,-2.42,53.88,5.53
"1284","FF",97.5,-2.04,53.74,5.69
"1285","ST",84,-2.51,53.83,5.52
"1286","ST",86.6,-2.41,54,5.41
"1287","ST",83.2,-2.44,53.89,5.47
"1288","ST",83.7,-2.32,53.93,5.56
"1289","ST",85,-2.49,54.06,5.55
"1290","ST",83.3,-2.37,53.98,5.66
"1291","ST",81.8,-2.23,54.02,5.8
"1292","ST",84.7,-2.51,53.87,5.47
"1293","FF",97.9,-2.11,53.77,5.74
"1294","ST",84.7,-2.31,53.95,5.66
"1295","FF",93.1,-1.99,53.65,5.78
"1296","FF",94.6,-1.91,53.6,5.72
"1297","ST",79.7,-2.22,54.01,5.81
"1298","ST",84.6,-2.45,53.76,5.57
"1299","FF",97.1,-2.04,53.55,5.68
"1300","ST",84.2,-2.54,53.78,5.53
"1301","FF",97.1,-2.16,53.55,5.65
"1302","ST",84.1,-2.27,53.67,5.64
"1303","FF",96.2,-2.08,53.61,5.64
"1304","ST",83.7,-2.38,53.79,5.61
"1305","ST",83.1,-2.36,53.68,5.57
"1306","ST",83.3,-2.32,53.79,5.62
"1307","ST",82.6,-2.46,53.77,5.55
"1308","ST",82.4,-2.18,53.79,5.61
"1309","ST",83.7,-2.33,53.75,5.47
"1310","FF",96.1,-2.08,53.59,5.67
"1311","ST",82.9,-2.4,53.87,5.54
"1312","ST",83.7,-2.47,53.91,5.46
"1313","ST",84.5,-2.33,53.68,5.53
"1314","FF",97.9,-2.1,53.75,5.77
"1315","ST",83.5,-2.29,53.84,5.46
"1316","FF",98,-2.1,53.6,5.66
"1317","FF",96.2,-2.04,53.54,5.66
"1318","ST",84.4,-2.29,53.78,5.56
"1319","FF",96.6,-2.1,53.64,5.63
"1320","ST",84,-2.26,53.88,5.4
"1321","ST",84.1,-2.4,53.79,5.45
"1322","ST",84,-2.33,53.74,5.44
"1323","ST",83.7,-2.25,53.85,5.55
"1324","ST",84.6,-2.28,53.88,5.59
"1325","FF",95.8,-2.03,53.82,5.64
"1326","ST",85.1,-2.39,53.85,5.44
"1327","FF",97.2,-1.89,53.62,5.72
"1328","ST",84,-2.45,53.97,5.54
"1329","FF",95.3,-1.99,53.74,5.84
"1330","ST",81.4,-2.36,53.81,5.64
"1331","ST",81.7,-2.18,53.91,5.72
"1332","FF",93.5,-2.02,53.79,5.77
"1333","ST",81.3,-2.31,53.92,5.72
"1334","FF",95.7,-1.94,53.64,5.62
"1335","FF",96.8,-1.84,53.59,5.68
"1336","FF",96.9,-1.82,53.49,5.67
"1337","FF",98,-1.95,53.61,5.72
"1338","FF",96.2,-2.21,53.69,5.6
"1339","FF",96.3,-2.08,53.57,5.64
"1340","ST",84.9,-2.21,53.66,5.57
"1341","ST",85.7,-2.24,53.76,5.48
"1342","ST",83.5,-2.26,53.76,5.5
"1343","ST",85.6,-2.28,53.72,5.51
"1344","ST",82.5,-2.24,53.92,5.59
"1345","FF",95,-2,53.55,5.65
"1346","ST",84.7,-2.29,53.8,5.48
"1347","ST",83.3,-2.18,53.86,5.66
"1348","ST",83.2,-2.53,53.82,5.39
"1349","FF",98.6,-2.09,53.5,5.81
"1350","ST",81.7,-2.42,53.68,5.63
"1351","ST",83.7,-2.52,53.66,5.51
"1352","FF",98.3,-2.38,53.41,5.59
"1353","FF",94.1,-2.23,53.66,5.68
"1354","FF",93.1,-2.17,53.59,5.79
"1355","FF",95,-2.37,53.46,5.64
"1356","FF",96.5,-2.19,53.49,5.67
"1357","FF",96.2,-2.13,53.56,5.85
"1358","ST",84.4,-2.48,53.69,5.58
"1359","ST",82.5,-2.33,53.81,5.65
"1360","ST",82.7,-2.63,53.61,5.48
"1361","ST",84.5,-2.48,53.67,5.6
"1362","ST",82.8,-2.6,53.85,5.4
"1363","ST",82.6,-2.65,54,5.49
"1364","ST",81.9,-2.4,53.71,5.6
"1365","ST",81.9,-2.52,53.74,5.63
"1366","ST",82.5,-2.32,53.66,5.68
"1367","FF",99.4,-2.11,53.55,5.78
"1368","ST",85.3,-2.57,53.81,5.51
"1369","FF",99.5,-1.96,53.35,5.76
"1370","ST",85.7,-2.4,53.8,5.61
"1371","FF",97.8,-2.04,53.36,5.74
"1372","FF",97.7,-2.06,53.49,5.68
"1373","FF",95.4,-2.17,53.5,5.74
"1374","ST",81.9,-2.24,53.86,5.7
"1375","ST",82.8,-2.38,53.81,5.73
"1376","FF",100.7,-1.94,53.42,5.72
"1377","FF",99.3,-2.26,53.49,5.61
"1378","FF",98.8,-2.13,53.44,5.69
"1379","ST",87.4,-2.44,53.68,5.46
"1380","FF",99.4,-2.14,53.4,5.72
"1381","FF",99.8,-2.02,53.55,5.8
"1382","FF",99.4,-2.04,53.51,5.77
"1383","FF",99.5,-2.11,53.55,5.76
"1384","FF",99.8,-2.07,53.52,5.83
"1385","FF",99.4,-2.45,53.5,5.77
"1386","FF",98.3,-2.26,53.54,5.74
"1387","ST",85,-2.57,53.67,5.55
"1388","ST",84.9,-2.68,53.76,5.62
"1389","FF",99.2,-2.38,53.61,5.68
"1390","ST",86.8,-2.42,53.82,5.7
"1391","ST",85.8,-2.64,53.77,5.56
"1392","ST",84.6,-2.49,53.77,5.7
"1393","ST",84.6,-2.32,53.77,5.66
"1394","ST",84.3,-2.4,53.79,5.64
"1395","ST",83.7,-2.48,53.79,5.75
"1396","ST",84.4,-2.48,53.84,5.61
"1397","ST",83.4,-2.23,53.85,5.8
"1398","FF",97.7,-2.27,53.67,5.73
"1399","ST",84.5,-2.44,53.88,5.69
"1400","ST",85.2,-2.62,53.81,5.54
"1401","ST",86.7,-2.55,53.92,5.58
"1402","FF",97.7,-2.07,53.58,5.72
"1403","FF",98.5,-2.19,53.6,5.72
"1404","ST",83.9,-2.3,53.89,5.64
"1405","ST",85.3,-2.34,53.82,5.66
"1406","FF",97.5,-2.12,53.7,5.72
"1407","ST",82.9,-2.23,53.88,5.71
"1408","ST",84,-2.28,53.86,5.68
"1409","FF",96.6,-2.02,53.73,5.83
"1410","ST",83.2,-2.31,53.91,5.63
"1411","ST",84.4,-2.47,53.85,5.59
"1412","FF",97.1,-2.11,53.62,5.69
"1413","ST",85.2,-2.48,53.85,5.47
"1414","ST",85.3,-2.38,53.77,5.58
"1415","ST",83.3,-2.31,53.74,5.56
"1416","ST",83.5,-2.38,53.88,5.66
"1417","ST",84.4,-2.36,53.77,5.7
"1418","FF",98,-2.06,53.5,5.72
"1419","ST",85.3,-2.21,53.76,5.7
"1420","ST",84.3,-2.3,53.71,5.73
"1421","FF",95.9,-1.96,53.66,5.88
"1422","FF",96.4,-1.95,53.57,5.88
"1423","ST",82.8,-2.27,53.93,5.73
"1424","ST",81.8,-2.2,53.98,5.88
